locationid,study_county,latitude,longitude,ctadi_score,refined_need_percentile,trial_access_disadvantage_percentile,weighted_avg_miles_reduced,weighted_distance_reduction,target_tracts_improved,target_tracts_within_5mi_after,target_tracts_within_10mi_after,modeled_depression_burden_within_5mi_after,modeled_depression_burden_within_10mi_after,critical_deserts_within_5mi_after,critical_deserts_within_10mi_after,optimization_rank
34017004104,"Hudson County, NJ",40.7229727,-74.0752316,59.63222550687761,69.15702479338843,51.419249592169656,2.233069806998438,68244.01568668976,45,9,50,5198.320000000001,28353.621,0,6,383
34017005500,"Hudson County, NJ",40.7043624,-74.0834034,57.5835135051487,57.289256198347104,57.87928221859706,2.2302235473282273,68157.03220369542,45,10,50,5905.249000000001,28353.621,0,6,384
34003017301,"Bergen County, NJ",40.9283243,-74.1360952,14.97140664736602,2.347107438016529,95.49755301794454,2.2205556081972353,67861.57391231302,19,16,51,8104.819,26747.015,2,2,385
34003021400,"Bergen County, NJ",40.8799328,-74.0990529,83.83665382973234,79.66942148760332,88.22185970636215,2.2194238166123132,67826.98565070408,31,15,57,7373.179,30722.805,2,4,386
34017010602,"Hudson County, NJ",40.670118,-74.1193698,65.94569138245495,57.75206611570248,75.30179445350734,2.2190411707828015,67815.29175384971,46,14,50,7970.175000000001,28353.621,0,6,387
34031133701,"Passaic County, NJ",40.9332459,-74.1849374,74.86508702081656,57.09090909090909,98.17292006525285,2.2177512935091857,67775.87229431527,19,13,51,6413.615000000001,26747.015,2,2,388
34039033700,"Union County, NJ",40.6663929,-74.2554278,32.30980965226216,12.198347107438016,85.57911908646003,2.2171874530121847,67758.6409746308,44,8,50,4335.145,28353.621,1,6,389
34039032002,"Union County, NJ",40.6563508,-74.2291738,50.40892197965619,30.57851239669421,83.09951060358891,2.215964570584887,67721.26891967312,44,7,50,3711.726,28353.621,0,6,390
34017006800,"Hudson County, NJ",40.710753,-74.0793285,49.77140252598566,44.29752066115702,55.92169657422512,2.210810950338631,67563.77104843484,45,10,50,5905.249000000001,28353.621,0,6,391
34003011400,"Bergen County, NJ",40.9026932,-74.1124847,68.43107732685812,51.04132231404959,91.74551386623165,2.207901127073642,67474.84502206564,24,16,52,8104.819,27502.055,2,2,392
34039030400,"Union County, NJ",40.6514071,-74.1876056,81.89384014864606,86.84297520661157,77.22675367047309,2.2060820766388547,67419.25369840104,44,9,50,4827.785,28353.621,0,6,393
34039032902,"Union County, NJ",40.7019557,-74.29697,43.94743048789786,20.99173553719008,92.00652528548125,2.203098312396478,67328.06798932738,43,6,50,3543.448,28353.621,1,6,394
34017002800,"Hudson County, NJ",40.7266478,-74.073157,59.80968292711061,71.80165289256199,49.82055464926591,2.1915936962662363,66976.47969540079,45,9,50,5198.320000000001,28353.621,0,6,395
34039030900,"Union County, NJ",40.651464,-74.2037768,71.76583843898483,65.1900826446281,79.00489396411093,2.1895159335752052,66912.98196271212,44,9,50,4827.785,28353.621,0,6,396
34031181000,"Passaic County, NJ",40.9363084,-74.1467389,83.53233282739599,72.59504132231405,96.11745513866231,2.187685184538293,66857.03312241976,18,15,51,7560.337,26747.015,2,2,397
34017006300,"Hudson County, NJ",40.6909185,-74.0921756,68.07254677508072,64.52892561983471,71.81076672104405,2.185393492960027,66786.99758858822,45,10,50,5905.249000000001,28353.621,0,6,398
34017011100,"Hudson County, NJ",40.6647321,-74.1276412,79.57084275256646,84.26446280991735,75.13866231647634,2.1767637806371667,66523.26816047665,46,12,50,6867.894,28353.621,0,6,399
34003011100,"Bergen County, NJ",40.9181154,-74.120437,54.323171577065615,31.50413223140496,93.6704730831974,2.1716823150542117,66367.97538106253,20,16,51,8104.819,26747.015,2,2,400
34031223802,"Passaic County, NJ",40.9055976,-74.2243488,65.12994801949937,42.90909090909091,98.85807504078304,2.1712558042312855,66354.94094246186,25,13,58,6413.615000000001,31206.663999999997,2,5,401
34039030703,"Union County, NJ",40.6531682,-74.2200588,74.4074059145032,67.76859504132231,81.69657422512235,2.1663063081236884,66203.6812330925,44,7,50,3711.726,28353.621,0,6,402
34003030201,"Bergen County, NJ",40.8745878,-74.0930667,72.73422034143908,65.35537190082644,80.94616639477977,2.1649591617484774,66162.51159384788,32,12,57,6002.656,30722.805,2,4,403
34013020100,"Essex County, NJ",40.7459386,-74.3123651,19.89971215732936,4.066115702479339,97.38988580750407,2.1630949266725783,66105.53939917461,41,7,50,4671.916,28353.621,3,6,404
34003060001,"Bergen County, NJ",40.8454596,-74.0823606,32.30460167182543,15.702479338842975,66.4600326264274,2.153495222417788,65812.16640846097,35,3,60,1691.2040000000002,32570.089,0,7,405
34031203600,"Passaic County, NJ",40.9415592,-74.1740881,90.18414792740636,83.37190082644628,97.55301794453507,2.1525863108088688,65784.38949888898,18,13,51,6413.615000000001,26747.015,2,2,406
34017001800,"Hudson County, NJ",40.7343941,-74.069982,42.09090957136895,58.54545454545455,30.261011419249595,2.124695009923521,64932.01382788374,44,7,50,4025.3150000000005,28353.621,0,6,407
34031133702,"Passaic County, NJ",40.937311,-74.1905307,53.98160293128397,29.652892561983474,98.27079934747145,2.1229307187886395,64878.09598281351,19,13,51,6413.615000000001,26747.015,2,2,408
34003017302,"Bergen County, NJ",40.9302044,-74.1267828,24.479955010630142,6.31404958677686,94.91027732463296,2.1203547653366686,64799.37322760292,18,16,51,8104.819,26747.015,2,2,409
34017005801,"Hudson County, NJ",40.7000594,-74.082625,58.564826390609134,81.58677685950413,42.03915171288744,2.1101198254112883,64486.58703586322,45,10,50,5905.249000000001,28353.621,0,6,410
34031143401,"Passaic County, NJ",40.9439943,-74.1566906,62.12001580735474,40.06611570247934,96.3132137030995,2.108827954795424,64447.10665853782,17,14,51,6915.8550000000005,26747.015,2,2,411
34013020600,"Essex County, NJ",40.7730144,-74.3110432,28.758781812029746,8.396694214876032,98.49918433931485,2.1034874674241526,64283.898010605095,44,7,50,4671.916,28353.621,3,6,412
34003030401,"Bergen County, NJ",40.8665131,-74.0860646,28.662950307252355,10.710743801652892,76.7047308319739,2.0982532312957183,64123.93646738007,32,6,57,3156.41,30722.805,1,4,413
34017002900,"Hudson County, NJ",40.728186,-74.0694684,46.987698651586285,45.78512396694215,48.22185970636215,2.0675096189286277,63184.39236621945,44,7,50,4025.3150000000005,28353.621,0,6,414
34017010701,"Hudson County, NJ",40.6690459,-74.1140067,69.91160823621263,64.99173553719008,75.20391517128874,2.0495933248104854,62636.8591664001,46,10,50,5901.749,28353.621,0,6,415
34003017501,"Bergen County, NJ",40.9253933,-74.1138691,32.95648636298813,11.603305785123966,93.605220228385,2.0449571818556826,62495.1757261683,18,16,51,8104.819,26747.015,2,2,416
34003017200,"Bergen County, NJ",40.9419962,-74.1345259,69.68847943094404,51.2396694214876,94.77977161500816,2.042866331916767,62431.27803896537,16,14,51,6915.8550000000005,26747.015,2,2,417
34017004102,"Hudson County, NJ",40.7197051,-74.0710091,48.327395854552776,46.710743801652896,50.0,2.042516109543284,62420.575023289435,45,7,50,4025.3150000000005,28353.621,0,6,418
34031143402,"Passaic County, NJ",40.950252,-74.1662886,38.19999143787355,15.074380165289256,96.8026101141925,2.0188679501336257,61697.872420506355,16,13,51,6413.615000000001,26747.015,2,2,419
34039030500,"Union County, NJ",40.6473857,-74.19514,81.32803237912462,85.52066115702479,77.34094616639477,2.0139962055281253,61548.9888458696,44,6,50,3075.706,28353.621,0,6,420
34003025200,"Bergen County, NJ",40.8619243,-74.0799494,43.528897774015974,27.933884297520663,67.83034257748777,2.008754641685268,61388.803363089944,32,5,57,2709.8599999999997,30722.805,1,4,421
34003030300,"Bergen County, NJ",40.8764758,-74.0853278,66.06776861079297,56.16528925619835,77.71615008156607,2.001484295515288,61166.61701830268,31,11,54,5571.0560000000005,28980.725,2,3,422
34017004300,"Hudson County, NJ",40.71646,-74.0709387,48.815481239672664,46.909090909090914,50.799347471451874,1.9988877107464627,61087.2637570924,45,7,50,4025.3150000000005,28353.621,0,6,423
34003052200,"Bergen County, NJ",40.8938153,-74.0927066,57.529544795658424,36.72727272727273,90.1141924959217,1.9952541864824187,60976.22097370235,24,15,52,7373.179,27502.055,2,2,424
34039030701,"Union County, NJ",40.6495973,-74.2221886,67.45794592038995,55.83471074380165,81.50081566068515,1.981322404173759,60550.45695708449,44,5,50,2835.721,28353.621,0,6,425
34003030202,"Bergen County, NJ",40.8839781,-74.0877242,74.53089059542017,67.66942148760332,82.08809135399675,1.9772650491446904,60426.461639346344,26,13,52,6433.702,27502.055,2,2,426
34017004500,"Hudson County, NJ",40.7112893,-74.0724457,51.6185810513184,50.3801652892562,52.88743882544862,1.976363600596791,60398.912805606,45,8,50,4683.095,28353.621,0,6,427
34017002001,"Hudson County, NJ",40.7327129,-74.0660833,30.49213229652412,32.79338842975207,28.352365415986952,1.9731614861267806,60301.05417645025,44,5,50,2811.6040000000003,28353.621,0,6,428
34017011200,"Hudson County, NJ",40.6558188,-74.1378404,74.91760266905358,74.18181818181819,75.66068515497552,1.9703851700795052,60216.20821449793,46,9,50,5483.947,28353.621,0,6,429
34039034100,"Union County, NJ",40.6561025,-74.2463311,43.68588074854295,22.545454545454547,84.64926590538336,1.9610180715074759,59929.94379952759,44,5,50,2835.721,28353.621,0,6,430
34017005300,"Hudson County, NJ",40.7041087,-74.0756865,47.77077105103104,58.87603305785124,38.760195758564436,1.960527822587461,59914.96148465188,45,8,50,4683.095,28353.621,0,6,431
34017011000,"Hudson County, NJ",40.6628907,-74.1207859,59.97122252191174,49.12396694214876,73.21370309951061,1.9553187053874967,59755.767591655764,46,10,50,5951.928,28353.621,0,6,432
34031246104,"Passaic County, NJ",40.917529,-74.232272,55.14294339362686,30.677685950413224,99.11908646003262,1.9524484406072866,59668.05049742444,23,13,54,6413.615000000001,28652.12,2,2,433
34017003000,"Hudson County, NJ",40.7241543,-74.0671047,57.450543039922174,69.2892561983471,47.63458401305057,1.9465874457106096,59488.93481263263,44,6,50,3380.375,28353.621,0,6,434
34003052100,"Bergen County, NJ",40.9109454,-74.0957671,59.49166513593587,38.77685950413223,91.27243066884176,1.9408107869725912,59312.39649381318,19,16,51,8104.819,26747.015,2,2,435
34031143302,"Passaic County, NJ",40.9553477,-74.1489728,55.69569736257791,32.66115702479338,94.97553017944536,1.9262260822625823,58866.678758569855,16,13,51,6413.615000000001,26747.015,2,2,436
34017002002,"Hudson County, NJ",40.7294018,-74.0652543,43.84059183392679,67.86776859504133,28.31973898858075,1.9228939239122245,58764.845906762144,44,5,50,2811.6040000000003,28353.621,0,6,437
34003017502,"Bergen County, NJ",40.9244081,-74.0994955,23.523682170987634,6.016528925619834,91.97389885807505,1.9071119512422017,58282.53891076741,17,16,51,8104.819,26747.015,2,2,438
34031246101,"Passaic County, NJ",40.9387107,-74.214204,45.25158305458024,20.727272727272727,98.79282218597064,1.9024723163782653,58140.74875559955,19,13,51,6413.615000000001,26747.015,2,2,439
34003030402,"Bergen County, NJ",40.8732684,-74.0785508,53.56664909378824,37.12396694214876,77.29200652528549,1.8988604511491374,58030.367885918575,31,6,54,3156.41,28980.725,1,3,440
34017000902,"Hudson County, NJ",40.739957,-74.0623687,52.43018988059287,50.90909090909091,53.996737357259384,1.873071343359992,57242.23655612651,44,3,50,1873.9250000000002,28353.621,0,6,441
34003017400,"Bergen County, NJ",40.9355136,-74.1026947,35.29590674172859,13.388429752066116,93.05057096247961,1.8630055824611402,56934.62058168323,16,16,51,8104.819,26747.015,2,2,442
34017020000,"Hudson County, NJ",40.7911933,-74.0585315,43.89080005751434,37.75206611570248,51.02773246329527,1.856431987564142,56733.727393363384,54,0,52,0.0,28464.945999999996,0,6,443
34003017102,"Bergen County, NJ",40.9405391,-74.1060448,16.707349714831604,3.008264462809917,92.78955954323001,1.8504391866688907,56550.58363447998,16,14,51,6915.8550000000005,26747.015,2,2,444
34003017101,"Bergen County, NJ",40.9454492,-74.11176,44.67874805263075,21.520661157024794,92.75693311582381,1.849708088701457,56528.240821460124,16,14,51,6915.8550000000005,26747.015,2,2,445
34039033600,"Union County, NJ",40.6780895,-74.2881141,70.5984594571369,57.32231404958677,86.94942903752039,1.8484214238156291,56488.919534513894,42,6,50,3832.472,28353.621,1,6,446
34031143301,"Passaic County, NJ",40.9612569,-74.1539967,39.74676150776627,16.62809917355372,95.00815660685154,1.8483394013751842,56486.41287722318,16,13,51,6413.615000000001,26747.015,2,2,447
34013020300,"Essex County, NJ",40.7227534,-74.3184333,24.31197694647891,6.214876033057851,95.10603588907016,1.8472194344797015,56452.1859855495,38,3,50,2197.147,28353.621,1,6,448
34017001900,"Hudson County, NJ",40.7333233,-74.0621577,31.75284068580705,37.917355371900825,26.590538336052198,1.833766593223973,56041.05870828785,43,3,50,1873.9250000000002,28353.621,0,6,449
34017010900,"Hudson County, NJ",40.6611658,-74.1183313,72.18079575035198,71.83471074380165,72.52854812398041,1.8301793283518,55931.42964096462,46,7,50,4517.802,28353.621,0,6,450
34031163501,"Passaic County, NJ",40.9620491,-74.1761943,50.19279562351296,26.016528925619838,96.83523654159869,1.82201666498366,55681.9735222196,16,13,51,6413.615000000001,26747.015,2,2,451
34039030600,"Union County, NJ",40.6437851,-74.2042642,72.18879700111472,66.94214876033058,77.84665579119087,1.820812672554243,55645.17875746022,44,4,50,2199.701,28353.621,0,6,452
34039033900,"Union County, NJ",40.6628301,-74.2680596,64.5669881552962,48.52892561983471,85.90538336052202,1.8166568241971222,55518.17342176224,43,4,50,2199.701,28353.621,0,6,453
34017003101,"Hudson County, NJ",40.7219191,-74.0639668,24.975622105170153,13.454545454545455,46.362153344208814,1.811374384901609,55356.73875947932,44,4,50,2434.0930000000003,28353.621,0,6,454
34003025100,"Bergen County, NJ",40.8614308,-74.0698102,60.30781328572207,54.64462809917355,66.557911908646,1.8075601181905918,55240.172373402136,32,3,55,1691.2040000000002,29572.739999999998,0,4,455
34039037500,"Union County, NJ",40.7105886,-74.3149336,48.962377256794284,25.6198347107438,93.5725938009788,1.8033820428110954,55112.48776594162,39,2,50,1632.7710000000002,28353.621,1,6,456
34039033800,"Union County, NJ",40.666069,-74.2739826,46.70716569776098,25.28925619834711,86.2642740619902,1.8032892053760718,55109.650595624684,43,4,50,2199.701,28353.621,0,6,457
34003022200,"Bergen County, NJ",40.957114,-74.124205,38.21788795061435,15.735537190082644,92.82218597063621,1.7986026589175235,54966.42679266464,16,13,51,6413.615000000001,26747.015,2,2,458
34013020902,"Essex County, NJ",40.8217373,-74.3101465,55.10269514266515,30.51239669421488,99.510603588907,1.7868488994748486,54607.2245226462,35,0,57,0.0,31583.068,0,8,459
34017004600,"Hudson County, NJ",40.7102178,-74.0675923,31.768275091351832,29.223140495867767,34.53507340946167,1.7864039197749673,54593.62566356719,45,6,50,3380.375,28353.621,0,6,460
34017000400,"Hudson County, NJ",40.749776,-74.058449,34.997626125412275,23.173553719008265,52.85481239804242,1.7834909043959415,54504.60208418836,51,0,48,0.0,26720.85,0,5,461
34017003102,"Hudson County, NJ",40.7248508,-74.0623298,53.83427818817681,66.31404958677686,43.703099510603586,1.7808615215674404,54424.246493676954,43,4,49,2434.0930000000003,27436.484999999997,0,6,462
34003005000,"Bergen County, NJ",40.8264308,-74.0623347,51.51060920441201,44.19834710743802,60.0326264274062,1.779123245959449,54371.12369944644,37,3,59,1691.2040000000002,31864.128999999997,0,6,463
34017011300,"Hudson County, NJ",40.656756,-74.124645,62.74281671369907,54.31404958677686,72.47960848287113,1.7736105366316246,54202.65184036475,46,5,49,2917.267,27810.624,0,6,464
34017001000,"Hudson County, NJ",40.7446644,-74.0590106,21.786917141658044,8.991735537190081,52.78955954323001,1.7728109822431775,54178.21695612757,46,1,49,801.23,27436.484999999997,0,6,465
34039034500,"Union County, NJ",40.6486458,-74.2375406,78.83995738662466,74.7107438016529,83.19738988580751,1.7660632510974286,53972.00205468702,43,4,50,2199.701,28353.621,0,6,466
34031143202,"Passaic County, NJ",40.9671247,-74.1616525,42.724669475568916,19.173553719008265,95.20391517128874,1.763590137775311,53896.42215842914,16,11,51,5394.959,26747.015,1,2,467
34031163502,"Passaic County, NJ",40.9627564,-74.1905243,52.58001292850834,28.33057851239669,97.58564437194127,1.7570034711496918,53695.12948987349,16,11,51,5394.959,26747.015,1,2,468
34003030100,"Bergen County, NJ",40.8832848,-74.0733015,71.52426354442228,66.21487603305786,77.25938009787929,1.746069965311049,53360.994685119775,24,7,52,3859.49,27502.055,1,2,469
34003050000,"Bergen County, NJ",40.9064962,-74.0780051,42.90262546272413,20.925619834710744,87.96084828711255,1.745206542698479,53334.60794784367,18,14,51,6800.299,26747.015,2,2,470
34031143201,"Passaic County, NJ",40.9683822,-74.1501825,27.22758635065174,7.867768595041322,94.22512234910278,1.7354075843401668,53035.145626593294,16,11,51,5394.959,26747.015,1,2,471
34039034000,"Union County, NJ",40.6585,-74.2652809,65.24209594072681,49.71900826446281,85.61174551386624,1.711577296205123,52306.87705558422,43,4,50,2199.701,28353.621,0,6,472
34013020700,"Essex County, NJ",40.7857694,-74.3218539,20.295526018395453,4.1652892561983474,98.89070146818923,1.7078100572095993,52191.74786602628,40,5,50,3391.905,28353.621,2,6,473
34017011500,"Hudson County, NJ",40.6481276,-74.142575,66.61024311130494,61.98347107438017,71.58238172920065,1.6903948976892686,51659.529654232385,44,2,49,1206.844,27810.624,0,6,474
34017001100,"Hudson County, NJ",40.7406986,-74.0571457,43.72411957862305,37.15702479338843,51.45187601957586,1.685744747859461,51517.41815510401,44,1,48,801.23,26720.85,0,5,475
34039035200,"Union County, NJ",40.6436367,-74.2260873,50.396692565553586,31.33884297520661,81.04404567699837,1.6704092744382177,51048.75645655691,43,4,50,2199.701,28353.621,0,6,476
34013021802,"Essex County, NJ",40.8559245,-74.3000502,31.53471749527455,9.983471074380166,99.60848287112562,1.6656199748145788,50902.39245234193,31,0,63,0.0,34767.236,0,8,477
34003022100,"Bergen County, NJ",40.9678998,-74.1258709,37.10578864247374,14.975206611570249,91.94127243066885,1.6641663943553253,50857.97012064756,16,11,51,5394.959,26747.015,1,2,478
34017006700,"Hudson County, NJ",40.7177859,-74.0611184,59.09659220438026,76.7603305785124,45.49755301794454,1.6626060041300537,50810.283615426335,43,3,49,1942.882,27436.484999999997,0,6,479
34017007100,"Hudson County, NJ",40.7288142,-74.0577026,35.73835837009193,50.51239669421488,25.28548123980424,1.647326982897875,50343.34713122944,42,1,48,801.23,26720.85,0,5,480
34017001201,"Hudson County, NJ",40.7369538,-74.0563093,32.25653845738985,20.429752066115704,50.929853181076666,1.6411497430695257,50154.566802721514,42,1,48,801.23,26720.85,0,5,481
34017006600,"Hudson County, NJ",40.7248713,-74.058318,7.273023870564827,2.0165289256198347,26.231647634584014,1.6379356999569255,50056.343626756934,42,2,48,1382.714,26720.85,0,5,482
34003042500,"Bergen County, NJ",40.9250159,-74.0730705,21.098670502441518,4.925619834710744,90.37520391517128,1.6343575777219967,49946.993964169546,16,10,51,5058.778,26747.015,0,2,483
34031246103,"Passaic County, NJ",40.9399017,-74.2397143,53.488438349693546,28.826446280991735,99.24959216965742,1.6332361091192862,49912.7211793799,19,11,51,5394.959,26747.015,1,2,484
34031246203,"Passaic County, NJ",40.9214268,-74.2558076,37.87794590986724,14.413223140495868,99.54323001631322,1.6304311990446356,49827.001365993725,21,8,52,3749.3199999999997,27290.012,1,2,485
34003036200,"Bergen County, NJ",40.8413344,-74.0576708,35.10759715956442,19.96694214876033,61.72920065252855,1.6297239512360695,49805.38742880695,32,3,57,1691.2040000000002,30638.317,0,5,486
34003033200,"Bergen County, NJ",40.9009665,-74.0675017,34.93616714056067,14.710743801652892,82.96900489396411,1.6283944848509648,49764.75810116315,18,8,51,4355.499,26747.015,1,2,487
34031246300,"Passaic County, NJ",40.910421,-74.2642143,64.91115256414199,42.31404958677686,99.57585644371942,1.6283668207230746,49763.91266804154,24,2,55,1003.9259999999999,29153.648999999998,0,3,488
34003042400,"Bergen County, NJ",40.9421793,-74.0817574,21.09596097964551,4.892561983471074,90.96247960848287,1.618873102702853,49473.778683216464,16,9,51,4543.189,26747.015,1,2,489
34017000101,"Hudson County, NJ",40.7567825,-74.0530242,12.796531961122323,3.1735537190082646,51.598694942903755,1.6165517967067446,49402.83811417758,55,0,48,0.0,26720.85,0,5,490
34031246102,"Passaic County, NJ",40.9537751,-74.2282232,34.814379776066076,12.264462809917354,98.82544861337684,1.5929748258630958,48682.31107867872,17,11,51,5394.959,26747.015,1,2,491
34017001202,"Hudson County, NJ",40.7322156,-74.0555134,55.70048520810205,60.8595041322314,50.97879282218597,1.5919809813187427,48651.93856526136,42,1,48,801.23,26720.85,0,5,492
34017014802,"Hudson County, NJ",40.7750795,-74.0505288,38.42124601558143,27.43801652892562,53.800978792822185,1.5836062058293903,48396.00016688406,54,0,50,0.0,27739.506,0,6,493
34017004700,"Hudson County, NJ",40.7085382,-74.0625642,30.11378347600609,28.13223140495868,32.23491027732464,1.5811852974890068,48322.015687653104,44,3,49,1942.882,27436.484999999997,0,6,494
34003033300,"Bergen County, NJ",40.8951333,-74.062489,23.668625810581286,7.008264462809917,79.9347471451876,1.5701530644156514,47984.86371660511,18,4,51,2159.7,26747.015,0,2,495
34031246001,"Passaic County, NJ",40.9669256,-74.2130363,58.34975947326561,34.611570247933884,98.36867862969005,1.5659566931145863,47856.619974291476,16,10,51,4948.409000000001,26747.015,1,2,496
34039034400,"Union County, NJ",40.6493856,-74.2537777,66.52980887723058,52.19834710743802,84.79608482871126,1.559277357637379,47652.49528743456,42,4,50,2199.701,28353.621,0,6,497
34017000600,"Hudson County, NJ",40.7461586,-74.0529473,51.47599655359386,53.25619834710744,49.7553017944535,1.554115895769871,47494.75777132622,46,0,48,0.0,26720.85,0,5,498
34003033100,"Bergen County, NJ",40.910036,-74.0602781,31.357874626318473,11.338842975206612,86.721044045677,1.5369874002427033,46971.300191190545,16,3,51,1691.2040000000002,26747.015,0,2,499
34003023402,"Bergen County, NJ",40.8788824,-74.0594041,38.15257031093989,19.33884297520661,75.26916802610114,1.5364150272103216,46953.80811186635,22,3,52,1691.2040000000002,27502.055,0,2,500
34003036100,"Bergen County, NJ",40.8603646,-74.056188,53.44579391466821,44.39669421487603,64.33931484502446,1.530070878345956,46759.92693839761,31,3,53,1691.2040000000002,28342.9,0,3,501
34003023401,"Bergen County, NJ",40.888056,-74.0594114,42.97812899384809,24.132231404958677,76.5415986949429,1.5289141637025776,46724.57701247038,18,3,51,1691.2040000000002,26747.015,0,2,502
34003047300,"Bergen County, NJ",40.9805571,-74.1341328,14.366089706512696,2.2479338842975203,91.81076672104405,1.5153599159713473,46310.35068963335,16,8,51,4188.094,26747.015,0,2,503
34017000500,"Hudson County, NJ",40.7499237,-74.0513269,50.19520225928454,51.074380165289256,49.33115823817292,1.5114226104854476,46190.024161326466,50,0,48,0.0,26720.85,0,5,504
34003047500,"Bergen County, NJ",40.9711846,-74.1032693,38.42228466396843,16.264462809917354,90.76672104404567,1.4950607388403827,45689.995088473486,16,6,51,3184.168,26747.015,0,2,505
34013021801,"Essex County, NJ",40.8421993,-74.3161481,38.39048086885599,14.776859504132231,99.73898858075042,1.4916279631038636,45585.0873061562,30,0,62,0.0,34035.596,0,8,506
34003047400,"Bergen County, NJ",40.9784595,-74.1198029,44.61312265838768,21.818181818181817,91.22349102773246,1.490171830554423,45540.58698098298,16,8,51,4188.094,26747.015,0,2,507
34003023304,"Bergen County, NJ",40.8949991,-74.0558931,5.331652313060621,0.36363636363636365,78.17292006525285,1.4889389653150347,45502.909845018534,17,3,51,1691.2040000000002,26747.015,0,2,508
34039034200,"Union County, NJ",40.6536187,-74.2673512,31.042970605676814,11.305785123966942,85.23654159869494,1.485105536094772,45385.75784062461,40,4,50,2199.701,28353.621,0,6,509
34017001400,"Hudson County, NJ",40.7344942,-74.0521021,47.647698895780486,46.082644628099175,49.26590538336052,1.4830286478595007,45322.28683185312,42,0,48,0.0,26720.85,0,5,510
34017000102,"Hudson County, NJ",40.7551409,-74.0498247,30.521618066123242,18.710743801652892,49.78792822185971,1.4800754865932637,45232.036368949186,53,0,48,0.0,26720.85,0,5,511
36085032300,"Richmond County, NY",40.6369269,-74.1761443,36.12796238070103,18.512396694214875,70.50570962479608,1.4775328606652822,45154.33212380165,42,2,49,1206.844,27810.624,0,6,512
34003061400,"Bergen County, NJ",40.9858759,-74.1574703,41.40834316589785,18.24793388429752,93.96411092985318,1.4742231081404809,45053.18400809397,16,8,51,4188.094,26747.015,0,2,513
36085031902,"Richmond County, NY",40.6379208,-74.1655701,63.012334068863545,58.776859504132226,67.55301794453507,1.4629289095666944,44708.02620683648,42,2,48,1206.844,27203.556,0,6,514
34017011400,"Hudson County, NJ",40.6492544,-74.1248405,54.712838236295674,41.55371900826446,72.03915171288745,1.453925137959583,44432.86529208613,44,1,47,641.44,26584.811999999998,0,5,515
34031246202,"Passaic County, NJ",40.9413345,-74.2559784,50.97711605293874,26.14876033057851,99.38009787928222,1.4439076880958122,44126.72573321461,19,4,51,2102.163,26747.015,0,2,516
34017011600,"Hudson County, NJ",40.6454263,-74.1337887,79.14349447917125,86.9090909090909,72.07177814029365,1.4409543237756537,44036.46906485532,44,1,47,641.44,26584.811999999998,0,5,517
34003023303,"Bergen County, NJ",40.8931046,-74.051872,36.048762808005854,17.05785123966942,76.18270799347472,1.4395759530783485,43994.3451907184,17,3,51,1691.2040000000002,26747.015,0,2,518
34003023301,"Bergen County, NJ",40.9052238,-74.0504752,20.94462094836336,5.454545454545454,80.4241435562806,1.4310697279855444,43734.38960990827,16,3,51,1691.2040000000002,26747.015,0,2,519
34003061300,"Bergen County, NJ",40.98704,-74.1818341,14.908707489381841,2.3140495867768593,96.05220228384992,1.428717676209906,43662.50943053836,16,7,51,3485.014,26747.015,0,2,520
34017014900,"Hudson County, NJ",40.7600747,-74.047462,46.66192975208402,43.50413223140496,50.0489396411093,1.41567263989688,43263.8449284303,54,0,48,0.0,26720.85,0,5,521
34003023502,"Bergen County, NJ",40.8845664,-74.0507811,57.635859781819505,44.0,75.49755301794453,1.4145279437070053,43228.86229398981,18,3,51,1691.2040000000002,26747.015,0,2,522
34003042301,"Bergen County, NJ",40.9668913,-74.0846697,18.75904142982708,3.9008264462809916,90.21207177814028,1.4123479385227569,43162.23996649935,16,3,51,1594.246,26747.015,0,2,523
34017006500,"Hudson County, NJ",40.7205362,-74.0525425,17.77537707160904,15.37190082644628,20.554649265905383,1.394176657294972,42606.914200475476,42,0,44,0.0,24246.081000000002,0,3,524
34003042101,"Bergen County, NJ",40.9328192,-74.0533282,19.10445625705228,4.099173553719009,89.03752039151713,1.389507370400557,42464.217860634475,16,0,51,0.0,26747.015,0,2,525
34003034001,"Bergen County, NJ",40.9909115,-74.1436306,34.306674948442506,12.760330578512397,92.23491027732463,1.3826187718160152,42253.69796179859,16,4,51,2025.846,26747.015,0,2,526
34003023501,"Bergen County, NJ",40.8896947,-74.0472358,55.413319208422486,40.628099173553714,75.57911908646004,1.3797987874989386,42167.51747009714,16,3,51,1691.2040000000002,26747.015,0,2,527
34003023201,"Bergen County, NJ",40.898555,-74.0460739,40.30723420226414,20.628099173553718,78.76019575856444,1.3795511497798092,42159.94950588218,16,3,51,1691.2040000000002,26747.015,0,2,528
34017002200,"Hudson County, NJ",40.7253909,-74.0503721,17.113726048656588,12.661157024793388,23.132137030995107,1.3642127594483897,41691.19866472825,42,0,44,0.0,24246.081000000002,0,3,529
34017000200,"Hudson County, NJ",40.7532759,-74.046893,63.732158147593275,85.12396694214877,47.71615008156607,1.3558060001872398,41434.28282219877,48,0,48,0.0,26720.85,0,5,530
34013020400,"Essex County, NJ",40.8047189,-74.3334476,26.519491039848518,7.074380165289257,99.41272430668842,1.3539709545173941,41378.202674105654,33,0,50,0.0,28353.621,0,6,531
