locationid,study_county,latitude,longitude,data_value,estimated_adults_with_depression,socioeconomic_vulnerability_score,refined_need_percentile,nearest_trial_site_miles,unique_trials_within_10mi,trial_access_disadvantage_percentile,ctadi_score,ctadi_percentile
34031182200,"Passaic County, NJ",40.9103755,-74.1677036,17.5,481.425,90.17520661157025,93.1900826446281,12.802969005939412,0.0,97.19412724306689,95.17104995929121,100.0
34013018600,"Essex County, NJ",40.7700126,-74.234578,16.8,618.744,83.70909090909092,93.78512396694215,12.356601528253181,0.0,96.4110929853181,95.0890440977111,99.96694214876032
34031183002,"Passaic County, NJ",40.8927033,-74.1601668,18.4,550.16,76.02644628099173,92.49586776859505,11.993287301292666,0.0,95.72593800978792,94.09704407779275,99.93388429752066
34013018700,"Essex County, NJ",40.7633953,-74.2353303,15.9,705.96,82.16198347107438,92.099173553719,11.948392767259673,0.0,95.62805872756933,93.84703073276022,99.90082644628099
34013000700,"Essex County, NJ",40.7593348,-74.1919364,16.7,840.845,80.26446280991736,95.50413223140495,10.153889401335146,0.0,92.13703099510604,93.80547527498416,99.86776859504131
34013011100,"Essex County, NJ",40.7568504,-74.2116695,17.0,522.58,88.17851239669423,92.62809917355372,11.094635610050727,0.0,94.02936378466558,93.32610156795452,99.83471074380165
34013002203,"Essex County, NJ",40.7370639,-74.2488562,17.1,715.635,75.41818181818182,93.05785123966942,10.631750381711404,0.0,93.21370309951061,93.13574456959567,99.80165289256199
34013010600,"Essex County, NJ",40.7644839,-74.2096265,16.7,592.015,79.85454545454544,91.17355371900825,11.120284045351099,0.0,94.06199021207178,92.606511204759,99.76859504132231
