year,stateabbr,countyfips,locationname,locationid,measure,measureid,data_value_type,data_value,low_confidence_limit,high_confidence_limit,totalpop18plus,geolocation,study_county,longitude,latitude,estimated_adults_with_depression,prevalence_percentile,case_burden_percentile,preliminary_need_score,high_need_top20,high_need_top10,poverty_pct,no_vehicle_pct,uninsured_pct,no_internet_pct,median_household_income,acs_complete,acs_all_missing,poverty_vuln_percentile,no_vehicle_vuln_percentile,uninsured_vuln_percentile,no_internet_vuln_percentile,low_income_vuln_percentile,socioeconomic_vulnerability_score,socioeconomic_vulnerability_percentile,high_vulnerability_top20,high_vulnerability_top10,depression_burden_score,refined_need_score,refined_need_percentile,refined_high_need_top20,refined_high_need_top10,high_burden_and_vulnerability_top20,high_burden_and_vulnerability_top10,nearest_trial_site_miles,nearest_trial_zip,recruiting_zips_within_5mi,unique_trials_within_5mi,recruiting_zips_within_10mi,unique_trials_within_10mi,recruiting_zips_within_25mi,unique_trials_within_25mi,recruiting_zips_within_50mi,unique_trials_within_50mi,no_trial_within_5mi,no_trial_within_10mi,no_trial_within_25mi,nearest_site_distance_disadvantage_pct,trial_opportunity_disadvantage_pct,trial_access_disadvantage_score,trial_access_disadvantage_percentile,poor_access_top20,poor_access_top10,high_need_poor_access_top20,high_need_poor_access_top10,ctadi_score,ctadi_percentile,ctadi_additive_sensitivity,ctadi_top20,ctadi_top10,ctadi_top5,critical_desert,high_priority_desert,ctadi_category
2023,NJ,34039,34039035200,34039035200,Depression among adults,DEPRESSION,Crude prevalence,14.2,12.2,16.6,2067,"{'type': 'Point', 'coordinates': [-74.2260873, 40.6436367]}","Union County, NJ",-74.2260873,40.6436367,293.51399999999995,22.05546492659054,18.98858075040783,20.522022838499183,False,False,8.509861212563916,5.6000000000000005,23.739956172388606,9.942857142857143,75972.0,True,False,31.537190082644628,8.760330578512397,96.23140495867769,77.0909090909091,60.0,54.72396694214876,56.79338842975207,False,False,20.522022838499183,38.65770563412563,31.33884297520661,False,False,False,False,4.9651626442331525,10314,1.0,7.0,3.0,9.0,24.0,47.0,33.0,53.0,False,False,False,69.46166394779772,79.15171288743883,74.30668841761828,81.04404567699837,True,False,False,False,50.396692565553586,66.3801652892562,56.191444326102484,False,False,False,False,False,LOWER_PRIORITY
2023,NJ,34039,34039039000,34039039000,Depression among adults,DEPRESSION,Crude prevalence,13.6,11.6,16.0,3292,"{'type': 'Point', 'coordinates': [-74.4119473, 40.6239171]}","Union County, NJ",-74.4119473,40.6239171,447.712,13.164763458401305,45.02446982055465,29.094616639477977,False,False,8.310688405797102,17.467948717948715,33.64217957202735,0.4006410256410256,85294.0,True,False,30.34710743801653,25.6198347107438,98.9090909090909,6.6115702479338845,49.71900826446281,42.24132231404958,37.12396694214876,False,False,29.094616639477977,33.10929179081337,22.578512396694215,False,False,False,False,8.169229004715955,07095,0.0,0.0,2.0,2.0,14.0,25.0,31.0,52.0,True,False,False,86.4926590538336,90.52202283849918,88.5073409461664,90.0489396411093,True,True,False,False,45.09069859733774,56.89256198347108,56.31372601890176,False,False,False,False,False,LOWER_PRIORITY
2023,NJ,34039,34039031802,34039031802,Depression among adults,DEPRESSION,Crude prevalence,15.6,13.4,18.2,2538,"{'type': 'Point', 'coordinates': [-74.2229807, 40.6716415]}","Union County, NJ",-74.2229807,40.6716415,395.92799999999994,47.96084828711256,36.26427406199021,42.11256117455139,False,False,17.789144643364594,21.119402985074625,36.7718101733447,2.5373134328358207,43711.0,True,False,65.55371900826447,30.082644628099175,99.17355371900827,24.892561983471072,90.11570247933885,61.96363636363636,68.72727272727272,False,False,42.11256117455139,55.419916950912054,60.36363636363637,False,False,False,False,6.139525535539292,10314,0.0,0.0,3.0,9.0,23.0,47.0,33.0,53.0,True,False,False,78.36867862969005,79.15171288743883,78.76019575856444,84.29037520391518,True,False,False,False,71.33073361296383,90.77685950413223,72.32700578377577,True,True,False,False,False,HIGH_CTADI
2023,NJ,34031,34031246001,34031246001,Depression among adults,DEPRESSION,Crude prevalence,15.7,13.4,18.4,5443,"{'type': 'Point', 'coordinates': [-74.2130363, 40.9669256]}","Passaic County, NJ",-74.2130363,40.9669256,854.5509999999999,49.57585644371941,91.22349102773246,70.39967373572594,False,False,8.385093167701864,8.404907975460123,1.580948569141485,3.190184049079755,113409.0,True,False,30.909090909090907,13.12396694214876,10.87603305785124,31.60330578512397,26.016528925619838,22.50578512396694,10.545454545454545,False,False,70.39967373572594,40.472564140590244,34.611570247933884,False,False,False,False,14.189463704120225,10962,0.0,0.0,0.0,0.0,20.0,42.0,33.0,52.0,True,True,False,98.36867862969005,95.88907014681892,97.12887438825449,98.36867862969005,True,True,False,False,58.34975947326561,77.58677685950414,66.49012443881196,False,False,False,False,False,LOWER_PRIORITY
2023,NJ,34031,34031264101,34031264101,Depression among adults,DEPRESSION,Crude prevalence,16.4,14.1,19.0,4509,"{'type': 'Point', 'coordinates': [-74.1938409, 40.8990283]}","Passaic County, NJ",-74.1938409,40.8990283,739.4759999999999,62.51223491027732,84.76345840130506,73.6378466557912,True,False,5.2668416447944,9.069212410501192,12.153554828714064,6.062052505966587,75794.0,True,False,17.272727272727273,14.181818181818182,82.94214876033058,55.867768595041326,60.198347107438025,46.09256198347107,43.30578512396694,False,False,73.6378466557912,58.47181588987907,65.12396694214875,False,False,False,False,13.717338119493421,10025,0.0,0.0,0.0,0.0,24.0,48.0,33.0,52.0,True,True,False,97.97716150081565,95.88907014681892,96.93311582381729,97.97716150081565,True,True,False,False,79.87904247463591,95.73553719008264,81.5505642214822,True,True,True,False,False,HIGH_CTADI
2023,NJ,34039,34039033300,34039033300,Depression among adults,DEPRESSION,Crude prevalence,14.1,12.0,16.4,3213,"{'type': 'Point', 'coordinates': [-74.2674533, 40.6849039]}","Union County, NJ",-74.2674533,40.6849039,453.03299999999996,20.0326264274062,46.231647634584014,33.13213703099511,False,False,2.786540483701367,4.545454545454546,6.8349106203995795,1.5384615384615385,127086.0,True,False,6.214876033057851,7.239669421487603,59.50413223140496,15.008264462809917,19.90082644628099,21.573553719008267,9.917355371900827,False,False,33.13213703099511,21.524746201447968,7.8347107438016526,False,False,False,False,8.430283742113534,10314,0.0,0.0,2.0,8.0,23.0,47.0,33.0,53.0,True,False,False,87.34094616639479,81.54975530179446,84.44535073409463,86.9168026101142,True,False,False,False,26.095363711325223,22.710743801652892,47.37575667695793,False,False,False,False,False,LOWER_PRIORITY
2023,NJ,34031,34031246002,34031246002,Depression among adults,DEPRESSION,Crude prevalence,14.9,12.7,17.3,2596,"{'type': 'Point', 'coordinates': [-74.2637747, 40.9986721]}","Passaic County, NJ",-74.2637747,40.9986721,386.80400000000003,34.97553017944535,34.38825448613377,34.68189233278956,False,False,4.922961292747088,1.2452107279693485,0.9019165727170236,0.0,171098.0,True,False,15.801652892561984,1.9504132231404958,5.652892561983471,3.041322314049587,8.099173553719009,6.909090909090909,1.1900826446280992,False,False,34.68189233278956,17.93598748870883,4.958677685950414,False,False,False,False,16.098717885561065,10962,0.0,0.0,0.0,0.0,18.0,42.0,33.0,52.0,True,True,False,99.15171288743882,95.88907014681892,97.52039151712887,99.15171288743882,True,True,False,False,22.173438754931652,17.157024793388427,52.05519528669462,False,False,False,False,False,LOWER_PRIORITY
2023,NJ,34039,34039035800,34039035800,Depression among adults,DEPRESSION,Crude prevalence,13.6,11.6,15.9,2604,"{'type': 'Point', 'coordinates': [-74.2784009, 40.5983563]}","Union County, NJ",-74.2784009,40.5983563,354.144,13.164763458401305,28.189233278955957,20.676998368678632,False,False,7.07105719237435,5.84319526627219,3.8660683465654127,11.464497041420119,92500.0,True,False,25.157024793388427,9.15702479338843,33.65289256198347,82.7107438016529,42.396694214876035,38.614876033057854,31.17355371900826,False,False,20.676998368678632,25.925276043843446,12.59504132231405,False,False,False,False,2.943992473026357,07095,1.0,1.0,3.0,9.0,22.0,45.0,32.0,52.0,False,False,False,45.48123980424143,79.15171288743883,62.31647634584013,71.90864600326265,False,False,False,False,30.094723255792637,28.72727272727273,42.251843662788346,False,False,False,False,False,LOWER_PRIORITY
2023,NJ,34039,34039034900,34039034900,Depression among adults,DEPRESSION,Crude prevalence,15.6,13.2,18.0,5341,"{'type': 'Point', 'coordinates': [-74.2717927, 40.6322627]}","Union County, NJ",-74.2717927,40.6322627,833.1959999999999,47.96084828711256,90.2773246329527,69.11908646003263,False,False,2.504879635653871,9.517923362175525,6.1040425189241425,4.491141326740832,82007.0,True,False,5.0578512396694215,14.975206611570249,53.950413223140494,42.710743801652896,53.45454545454545,34.029752066115705,24.694214876033058,False,False,69.11908646003263,46.906650668032846,46.18181818181818,False,False,False,False,5.311259779401447,07095,0.0,0.0,3.0,9.0,21.0,45.0,33.0,53.0,True,False,False,72.26753670473083,79.15171288743883,75.70962479608482,82.34910277324633,True,False,False,False,61.66872215077852,81.2892561983471,64.26546047753226,True,False,False,False,False,HIGH_CTADI
2023,NJ,34039,34039038701,34039038701,Depression among adults,DEPRESSION,Crude prevalence,15.2,12.9,17.8,3015,"{'type': 'Point', 'coordinates': [-74.3889422, 40.6385401]}","Union County, NJ",-74.3889422,40.6385401,458.28,40.42414355628059,47.37357259380098,43.898858075040785,False,False,0.25380710659898476,2.9563932002956395,3.0964467005076144,1.6260162601626018,167054.0,True,False,0.3305785123966942,4.628099173553719,26.545454545454543,15.900826446280991,8.661157024793388,11.213223140495867,2.909090909090909,False,False,43.898858075040785,23.403974492065846,9.71900826446281,False,False,False,False,7.908665278816958,07095,0.0,0.0,1.0,1.0,18.0,37.0,32.0,52.0,True,False,False,85.57911908646003,91.45187601957586,88.51549755301795,90.0815660685155,True,True,False,False,29.588908143012894,28.000000000000004,49.90028716648916,False,False,False,False,False,LOWER_PRIORITY
2023,NJ,34031,34031236601,34031236601,Depression among adults,DEPRESSION,Crude prevalence,17.0,14.8,19.8,3694,"{'type': 'Point', 'coordinates': [-74.297336, 41.0253311]}","Passaic County, NJ",-74.297336,41.0253311,627.98,72.07177814029365,73.34420880913541,72.70799347471453,True,False,10.395314787701318,5.4088050314465415,4.2215714982918495,3.647798742138365,112917.0,True,False,39.735537190082646,8.59504132231405,37.28925619834711,36.16528925619835,26.231404958677686,29.603305785123972,19.206611570247933,False,False,72.70799347471453,45.95730252248123,44.62809917355372,False,False,False,False,17.58274414207419,10962,0.0,0.0,0.0,0.0,13.0,32.0,32.0,52.0,True,True,False,99.673735725938,95.88907014681892,97.78140293637847,99.673735725938,True,True,False,False,66.69519745060919,86.9090909090909,72.15091744974586,True,False,False,False,False,HIGH_CTADI
2023,NJ,34039,34039039302,34039039302,Depression among adults,DEPRESSION,Crude prevalence,16.9,14.4,19.7,1734,"{'type': 'Point', 'coordinates': [-74.4210105, 40.6166779]}","Union County, NJ",-74.4210105,40.6166779,293.046,70.3915171288744,18.825448613376835,44.60848287112562,False,False,27.79573367808662,38.84484711211778,53.665503014915906,1.245753114382786,49175.0,True,False,84.8595041322314,49.81818181818182,99.90082644628099,12.59504132231405,86.54545454545455,66.74380165289256,75.76859504132231,False,False,44.60848287112562,60.188538956223965,68.0,False,False,False,False,8.299614010721724,07095,0.0,0.0,2.0,2.0,11.0,22.0,31.0,52.0,True,False,False,87.01468189233279,90.52202283849918,88.76835236541598,90.1794453507341,True,True,False,False,78.30837939741774,94.9090909090909,79.08972267536706,True,True,False,False,False,HIGH_CTADI
2023,NJ,34031,34031182502,34031182502,Depression among adults,DEPRESSION,Crude prevalence,14.3,12.2,16.7,2495,"{'type': 'Point', 'coordinates': [-74.1364145, 40.9192763]}","Passaic County, NJ",-74.1364145,40.9192763,356.785,23.882544861337685,28.841761827079935,26.36215334420881,False,False,4.748427672955975,2.859545836837679,17.541653568060358,1.8502943650126156,65722.0,True,False,14.942148760330578,4.330578512396694,91.86776859504133,18.181818181818183,71.5702479338843,40.17851239669422,33.570247933884296,False,False,26.36215334420881,29.966200639046555,17.950413223140497,False,False,False,False,11.598889742008797,10032,0.0,0.0,0.0,0.0,22.0,46.0,33.0,52.0,True,True,False,95.07340946166394,95.88907014681892,95.48123980424143,95.07340946166394,True,True,False,False,41.311100038242785,49.75206611570248,56.51191134240222,False,False,False,False,False,LOWER_PRIORITY
2023,NJ,34039,34039035600,34039035600,Depression among adults,DEPRESSION,Crude prevalence,15.5,13.2,18.0,3079,"{'type': 'Point', 'coordinates': [-74.2992835, 40.607187]}","Union County, NJ",-74.2992835,40.607187,477.245,46.06851549755302,50.60358890701468,48.33605220228385,False,False,5.160095263297169,0.5742411812961444,3.374637490113367,3.4454470877768664,129198.0,True,False,16.727272727272727,0.7603305785123967,29.057851239669418,33.950413223140494,19.00826446280992,19.90082644628099,8.330578512396695,False,False,48.33605220228385,28.333315357340275,15.438016528925619,False,False,False,False,3.6207667247689583,07095,1.0,1.0,3.0,9.0,22.0,45.0,32.0,52.0,False,False,False,54.45350734094616,79.15171288743883,66.8026101141925,75.69331158238172,False,False,False,False,34.18412782766186,36.0,45.56566405565367,False,False,False,False,False,LOWER_PRIORITY
2023,NJ,34039,34039031100,34039031100,Depression among adults,DEPRESSION,Crude prevalence,14.6,12.4,17.0,4640,"{'type': 'Point', 'coordinates': [-74.2061611, 40.6591388]}","Union County, NJ",-74.2061611,40.6591388,677.44,29.200652528548126,79.08646003262643,54.143556280587276,False,False,20.435967302452315,31.759876859928166,18.30175913396482,6.516162134427912,61698.0,True,False,72.66115702479338,41.78512396694215,92.69421487603306,58.97520661157025,75.50413223140497,68.32396694214876,77.32231404958678,False,False,54.143556280587276,65.73293516508703,76.3305785123967,False,False,False,False,4.911740731961734,10314,1.0,7.0,3.0,9.0,23.0,47.0,33.0,53.0,False,False,False,68.77650897226754,79.15171288743883,73.96411092985318,80.88091353996737,True,False,False,False,78.57281286244529,95.00826446280992,78.60574602618203,True,True,True,False,False,HIGH_CTADI
2023,NJ,34039,34039038800,34039038800,Depression among adults,DEPRESSION,Crude prevalence,13.7,11.7,16.1,3754,"{'type': 'Point', 'coordinates': [-74.4037831, 40.6365984]}","Union County, NJ",-74.4037831,40.6365984,514.298,14.747145187601957,56.8026101141925,35.774877650897224,False,False,15.845206006931074,13.49911190053286,20.06160954948017,4.262877442273535,82402.0,True,False,59.53719008264463,20.793388429752067,94.08264462809917,40.925619834710744,52.85950413223141,53.639669421487596,55.14049586776859,False,False,35.774877650897224,45.45768675933291,43.933884297520656,False,False,False,False,8.377020707865281,07095,0.0,0.0,1.0,1.0,16.0,30.0,31.0,52.0,True,False,False,87.17781402936379,91.45187601957586,89.31484502446983,90.57096247960848,True,True,False,False,63.08037877418147,83.30578512396694,67.25242338856457,True,False,False,False,False,HIGH_CTADI
2023,NJ,34039,34039032003,34039032003,Depression among adults,DEPRESSION,Crude prevalence,13.6,11.6,15.9,2998,"{'type': 'Point', 'coordinates': [-74.232453, 40.6618996]}","Union County, NJ",-74.232453,40.6618996,407.72799999999995,13.164763458401305,38.59706362153344,25.88091353996737,False,False,11.396011396011396,27.44630071599045,21.393421393421395,17.58154335719968,68729.0,True,False,43.768595041322314,37.48760330578512,94.8099173553719,93.9504132231405,68.79338842975207,67.76198347107439,76.79338842975206,False,False,25.88091353996737,51.33715098485971,53.553719008264466,False,False,False,False,6.003506732555227,10314,0.0,0.0,3.0,9.0,23.0,47.0,33.0,53.0,True,False,False,77.65089722675367,79.15171288743883,78.40130505709625,84.07830342577488,True,False,False,False,67.10220440757179,87.3388429752066,68.81601121701968,True,False,False,False,False,HIGH_CTADI
2023,NJ,34031,34031246300,34031246300,Depression among adults,DEPRESSION,Crude prevalence,17.3,14.8,20.1,3679,"{'type': 'Point', 'coordinates': [-74.2642143, 40.910421]}","Passaic County, NJ",-74.2642143,40.910421,636.4670000000001,77.07993474714519,74.48613376835237,75.78303425774878,True,False,5.385474860335195,2.1893814997263275,6.502793296089386,2.736726874657909,129375.0,True,False,17.81818181818182,3.1735537190082646,57.256198347107436,27.041322314049587,18.90909090909091,24.839669421487606,13.15702479338843,False,False,75.78303425774878,44.470029525568606,42.31404958677686,False,False,False,False,17.312133134008462,10024,0.0,0.0,0.0,0.0,21.0,46.0,33.0,52.0,True,True,False,99.57585644371942,95.88907014681892,97.73246329526917,99.57585644371942,True,True,False,False,64.91115256414199,85.22314049586777,70.94495301524813,True,False,False,False,False,HIGH_CTADI
2023,NJ,34039,34039038400,34039038400,Depression among adults,DEPRESSION,Crude prevalence,14.7,12.7,17.2,4639,"{'type': 'Point', 'coordinates': [-74.4013218, 40.650302]}","Union County, NJ",-74.4013218,40.650302,681.933,30.97879282218597,79.6411092985318,55.309951060358884,False,False,2.5307406348298542,0.8152173913043478,1.9016299685444666,1.8115942028985508,172256.0,True,False,5.1570247933884295,1.256198347107438,14.545454545454545,17.785123966942148,7.801652892561983,9.309090909090909,2.099173553719008,False,False,55.309951060358884,28.704562307038945,16.09917355371901,False,False,False,False,8.944785414173936,07095,0.0,0.0,1.0,1.0,17.0,33.0,32.0,52.0,True,False,False,88.64600326264274,91.45187601957586,90.0489396411093,91.02773246329528,True,True,False,False,38.28147415040456,43.735537190082646,53.563453008507146,False,False,False,False,False,LOWER_PRIORITY
